File Name,Sliced File Name,Truncated Description,Description,Certainty
image2017,image2017_02_01.jpg,seat belt,"seat belt, seatbelt",0.971264303
image2017,image2017_02_02.jpg,seat belt,"seat belt, seatbelt",0.998851061
image2018,image2018.jpg,ballplayer,"ballplayer, baseball player",0.077580169
image2018,image2018_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.097390234
image2018,image2018_01_02.jpg,neck brace,neck brace,0.277391642
image2018,image2018_02_01.jpg,sweatshirt,sweatshirt,0.310738593
image2018,image2018_02_02.jpg,spatula,spatula,0.210243419
image2019,image2019.jpg,car wheel,car wheel,0.608686149
image2019,image2019_01_01.jpg,seat belt,"seat belt, seatbelt",0.540045857
image2019,image2019_01_02.jpg,cab,"cab, hack, taxi, taxicab",0.129805908
image2019,image2019_02_01.jpg,go-kart,go-kart,0.121666752
image2019,image2019_02_02.jpg,car wheel,car wheel,0.693763554
image202,image202.jpg,wardrobe,"wardrobe, closet, press",0.370676458
image202,image202_01_01.jpg,wardrobe,"wardrobe, closet, press",0.697414637
image202,image202_01_02.jpg,lumbermill,"lumbermill, sawmill",0.305215657
image202,image202_02_01.jpg,barrel,"barrel, cask",0.78857702
image202,image202_02_02.jpg,jean,"jean, blue jean, denim",0.313839763
image2020,image2020.jpg,Windsor tie,Windsor tie,0.144764483
image2020,image2020_01_01.jpg,seat belt,"seat belt, seatbelt",0.266577274
image2020,image2020_01_02.jpg,sliding door,sliding door,0.217050537
image2020,image2020_02_01.jpg,Windsor tie,Windsor tie,0.206347004
image2020,image2020_02_02.jpg,television,"television, television system",0.116542801
image2021,image2021.jpg,lakeside,"lakeside, lakeshore",0.33794117
image2021,image2021_01_01.jpg,lakeside,"lakeside, lakeshore",0.323335975
image2021,image2021_01_02.jpg,pier,pier,0.265076697
image2021,image2021_02_01.jpg,Tibetan mastiff,Tibetan mastiff,0.610309184
image2021,image2021_02_02.jpg,tusker,tusker,0.117624849
image2022,image2022.jpg,Band Aid,Band Aid,0.320057243
image2022,image2022_01_01.jpg,planetarium,planetarium,0.170606241
image2022,image2022_01_02.jpg,crash helmet,crash helmet,0.224142149
image2022,image2022_02_01.jpg,comic book,comic book,0.375612229
image2022,image2022_02_02.jpg,iron,"iron, smoothing iron",0.347089469
image2023,image2023.jpg,go-kart,go-kart,0.98020041
image2023,image2023_01_01.jpg,ski mask,ski mask,0.688449562
image2023,image2023_01_02.jpg,lighter,"lighter, light, igniter, ignitor",0.153075278
image2023,image2023_02_01.jpg,go-kart,go-kart,0.709921241
image2023,image2023_02_02.jpg,go-kart,go-kart,0.809691906
image2024,image2024.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.411742955
image2024,image2024_01_01.jpg,window shade,window shade,0.714115381
image2024,image2024_01_02.jpg,chain mail,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.254425436
image2024,image2024_02_01.jpg,potter's wheel,potter's wheel,0.619674385
image2024,image2024_02_02.jpg,French loaf,French loaf,0.172768548
image2025,image2025.jpg,jeep,"jeep, landrover",0.463862389
image2025,image2025_01_01.jpg,convertible,convertible,0.167645931
image2025,image2025_01_02.jpg,forklift,forklift,0.283102423
image2025,image2025_02_01.jpg,jeep,"jeep, landrover",0.458732098
image2025,image2025_02_02.jpg,jeep,"jeep, landrover",0.143561989
image2026,image2026.jpg,sweatshirt,sweatshirt,0.104395263
image2026,image2026_01_01.jpg,mortarboard,mortarboard,0.095942028
image2026,image2026_01_02.jpg,wig,wig,0.574471533
image2026,image2026_02_01.jpg,sombrero,sombrero,0.047188252
image2026,image2026_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.190100223
image2027,image2027.jpg,minivan,minivan,0.782303452
image2027,image2027_01_01.jpg,limousine,"limousine, limo",0.229101375
image2027,image2027_01_02.jpg,sunscreen,"sunscreen, sunblock, sun blocker",0.256988525
image2027,image2027_02_01.jpg,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack",0.326924741
image2027,image2027_02_02.jpg,mask,mask,0.074883975
image2028,image2028.jpg,shower curtain,shower curtain,0.196911246
image2028,image2028_01_01.jpg,Band Aid,Band Aid,0.120732486
image2028,image2028_01_02.jpg,mosquito net,mosquito net,0.274125904
image2028,image2028_02_01.jpg,vestment,vestment,0.254520684
image2028,image2028_02_02.jpg,shower curtain,shower curtain,0.512399316
image2029,image2029.jpg,Greater Swiss Mountain dog,Greater Swiss Mountain dog,0.930238068
image2029,image2029_01_01.jpg,Greater Swiss Mountain dog,Greater Swiss Mountain dog,0.4735156
image2029,image2029_01_02.jpg,promontory,"promontory, headland, head, foreland",0.217723235
image2029,image2029_02_01.jpg,Bernese mountain dog,Bernese mountain dog,0.417008758
image2029,image2029_02_02.jpg,cloak,cloak,0.407330841
image203,image203.jpg,lumbermill,"lumbermill, sawmill",0.423333436
image203,image203_01_01.jpg,torch,torch,0.075570412
image203,image203_01_02.jpg,harvester,"harvester, reaper",0.152443781
image203,image203_02_01.jpg,bow,bow,0.064085074
image203,image203_02_02.jpg,bakery,"bakery, bakeshop, bakehouse",0.316191822
image2030,image2030.jpg,Windsor tie,Windsor tie,0.179422319
image2030,image2030_01_01.jpg,restaurant,"restaurant, eating house, eating place, eatery",0.087143786
image2030,image2030_01_02.jpg,limousine,"limousine, limo",0.266309857
image2030,image2030_02_01.jpg,sarong,sarong,0.824383318
image2030,image2030_02_02.jpg,suit,"suit, suit of clothes",0.572873175
image2031,image2031.jpg,cleaver,"cleaver, meat cleaver, chopper",0.080919385
image2031,image2031_01_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.066993944
image2031,image2031_01_02.jpg,balance beam,"balance beam, beam",0.018331924
image2031,image2031_02_01.jpg,cardigan,cardigan,0.868637085
image2031,image2031_02_02.jpg,paper towel,paper towel,0.109739795
image2032,image2032.jpg,Band Aid,Band Aid,0.488903552
image2032,image2032_01_01.jpg,bonnet,"bonnet, poke bonnet",0.761601925
image2032,image2032_01_02.jpg,shower curtain,shower curtain,0.063173652
image2032,image2032_02_01.jpg,tub,"tub, vat",0.150705308
image2032,image2032_02_02.jpg,poncho,poncho,0.089011684
image2033,image2033.jpg,sorrel,sorrel,0.79682827
image2033,image2033_01_01.jpg,sorrel,sorrel,0.936518192
image2033,image2033_01_02.jpg,sorrel,sorrel,0.729576111
image2033,image2033_02_01.jpg,sorrel,sorrel,0.6439358
image2033,image2033_02_02.jpg,sorrel,sorrel,0.910804152
image2034,image2034.jpg,fur coat,fur coat,0.560801148
image2034,image2034_01_01.jpg,Arctic fox,"Arctic fox, white fox, Alopex lagopus",0.426903874
image2034,image2034_01_02.jpg,Maltese dog,"Maltese dog, Maltese terrier, Maltese",0.329716742
image2034,image2034_02_01.jpg,Angora,"Angora, Angora rabbit",0.131630734
image2034,image2034_02_02.jpg,fur coat,fur coat,0.26646629
image2035,image2035.jpg,jersey,"jersey, T-shirt, tee shirt",0.253645241
image2035,image2035_01_01.jpg,window shade,window shade,0.358956069
image2035,image2035_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.210695043
image2035,image2035_02_01.jpg,window shade,window shade,0.62836504
image2035,image2035_02_02.jpg,suit,"suit, suit of clothes",0.103408456
image2036,image2036.jpg,sunglasses,"sunglasses, dark glasses, shades",0.625049412
image2036,image2036_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.620770872
image2036,image2036_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.390904337
image2036,image2036_02_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.146357223
image2036,image2036_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.612154722
image2037,image2037.jpg,ballplayer,"ballplayer, baseball player",0.466343582
image2037,image2037_01_01.jpg,sunglass,sunglass,0.358453006
image2037,image2037_01_02.jpg,sunglass,sunglass,0.403821558
image2037,image2037_02_01.jpg,sturgeon,sturgeon,0.055448778
image2037,image2037_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.526273787
image2038,image2038.jpg,seat belt,"seat belt, seatbelt",0.844360948
image2038,image2038_01_01.jpg,seat belt,"seat belt, seatbelt",0.43181631
image2038,image2038_01_02.jpg,seat belt,"seat belt, seatbelt",0.681324303
image2038,image2038_02_01.jpg,seat belt,"seat belt, seatbelt",0.85038799
image2038,image2038_02_02.jpg,seat belt,"seat belt, seatbelt",0.999617457
image2039,image2039.jpg,seat belt,"seat belt, seatbelt",0.982550204
image2039,image2039_01_01.jpg,mortarboard,mortarboard,0.40783301
image2039,image2039_01_02.jpg,bathing cap,"bathing cap, swimming cap",0.705834389
image2039,image2039_02_01.jpg,seat belt,"seat belt, seatbelt",0.971264303
image2039,image2039_02_02.jpg,seat belt,"seat belt, seatbelt",0.998851061
image204,image204.jpg,volleyball,volleyball,0.711404502
image204,image204_01_01.jpg,rapeseed,rapeseed,0.315053195
image204,image204_01_02.jpg,rapeseed,rapeseed,0.717594445
image204,image204_02_01.jpg,torch,torch,0.429414719
image204,image204_02_02.jpg,volleyball,volleyball,0.278043687
image2040,image2040.jpg,ballplayer,"ballplayer, baseball player",0.077580169
image2040,image2040_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.097390234
image2040,image2040_01_02.jpg,neck brace,neck brace,0.277391642
image2040,image2040_02_01.jpg,sweatshirt,sweatshirt,0.310738593
image2040,image2040_02_02.jpg,spatula,spatula,0.210243419
image2041,image2041.jpg,car wheel,car wheel,0.608686149
image2041,image2041_01_01.jpg,seat belt,"seat belt, seatbelt",0.540045857
image2041,image2041_01_02.jpg,cab,"cab, hack, taxi, taxicab",0.129805908
image2041,image2041_02_01.jpg,go-kart,go-kart,0.121666752
image2041,image2041_02_02.jpg,car wheel,car wheel,0.693763554
image2042,image2042.jpg,ski mask,ski mask,0.826282859
image2042,image2042_01_01.jpg,ski mask,ski mask,0.992251813
image2042,image2042_01_02.jpg,ski mask,ski mask,0.546368003
image2042,image2042_02_01.jpg,crutch,crutch,0.820569634
image2042,image2042_02_02.jpg,flute,"flute, transverse flute",0.143708304
image2043,image2043.jpg,convertible,convertible,0.501442611
image2043,image2043_01_01.jpg,sports car,"sports car, sport car",0.11921531
image2043,image2043_01_02.jpg,convertible,convertible,0.85624671
image2043,image2043_02_01.jpg,jean,"jean, blue jean, denim",0.0735934
image2043,image2043_02_02.jpg,convertible,convertible,0.456109941
image2044,image2044.jpg,bulletproof vest,bulletproof vest,0.129171923
image2044,image2044_01_01.jpg,military uniform,military uniform,0.166606396
image2044,image2044_01_02.jpg,moving van,moving van,0.072394416
image2044,image2044_02_01.jpg,sax,"sax, saxophone",0.056030281
image2044,image2044_02_02.jpg,abaya,abaya,0.090547703
image2045,image2045.jpg,sombrero,sombrero,0.150869727
image2045,image2045_01_01.jpg,street sign,street sign,0.144149393
image2045,image2045_01_02.jpg,crash helmet,crash helmet,0.118750989
image2045,image2045_02_01.jpg,abaya,abaya,0.062799208
image2045,image2045_02_02.jpg,knee pad,knee pad,0.592703938
image2046,image2046.jpg,seat belt,"seat belt, seatbelt",0.512049437
image2046,image2046_01_01.jpg,seat belt,"seat belt, seatbelt",0.651075721
image2046,image2046_01_02.jpg,lipstick,"lipstick, lip rouge",0.080506481
image2046,image2046_02_01.jpg,seat belt,"seat belt, seatbelt",0.434505314
image2046,image2046_02_02.jpg,Windsor tie,Windsor tie,0.97604531
image2047,image2047.jpg,television,"television, television system",0.893776298
image2047,image2047_01_01.jpg,neck brace,neck brace,0.089002214
image2047,image2047_01_02.jpg,television,"television, television system",0.387493432
image2047,image2047_02_01.jpg,television,"television, television system",0.587834716
image2047,image2047_02_02.jpg,television,"television, television system",0.889418185
image2048,image2048.jpg,seat belt,"seat belt, seatbelt",0.839093089
image2048,image2048_01_01.jpg,seat belt,"seat belt, seatbelt",0.885908484
image2048,image2048_01_02.jpg,shower cap,shower cap,0.172666833
image2048,image2048_02_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.1219142
image2048,image2048_02_02.jpg,seat belt,"seat belt, seatbelt",0.213710651
image2049,image2049.jpg,convertible,convertible,0.191658616
image2049,image2049_01_01.jpg,sports car,"sports car, sport car",0.826105177
image2049,image2049_01_02.jpg,minivan,minivan,0.152331412
image2049,image2049_02_01.jpg,convertible,convertible,0.254557252
image2049,image2049_02_02.jpg,motor scooter,"motor scooter, scooter",0.121176712
image205,image205.jpg,monastery,monastery,0.322872162
image205,image205_01_01.jpg,monastery,monastery,0.2921969
image205,image205_01_02.jpg,barrel,"barrel, cask",0.603095174
image205,image205_02_01.jpg,vault,vault,0.173477635
image205,image205_02_02.jpg,racket,"racket, racquet",0.17937009
image2050,image2050.jpg,suit,"suit, suit of clothes",0.657078981
image2050,image2050_01_01.jpg,suit,"suit, suit of clothes",0.829125464
image2050,image2050_01_02.jpg,suit,"suit, suit of clothes",0.379777938
image2050,image2050_02_01.jpg,suit,"suit, suit of clothes",0.331739575
image2050,image2050_02_02.jpg,jean,"jean, blue jean, denim",0.372479171
image2051,image2051.jpg,suit,"suit, suit of clothes",0.817104578
image2051,image2051_01_01.jpg,suit,"suit, suit of clothes",0.49445039
image2051,image2051_01_02.jpg,suit,"suit, suit of clothes",0.52512747
image2051,image2051_02_01.jpg,suit,"suit, suit of clothes",0.764583766
image2051,image2051_02_02.jpg,suit,"suit, suit of clothes",0.602638483
image2052,image2052.jpg,flute,"flute, transverse flute",0.845402181
image2052,image2052_01_01.jpg,barbershop,barbershop,0.154746994
image2052,image2052_01_02.jpg,cinema,"cinema, movie theater, movie theatre, movie house, picture palace",0.198144779
image2052,image2052_02_01.jpg,sliding door,sliding door,0.336887985
image2052,image2052_02_02.jpg,harmonica,"harmonica, mouth organ, harp, mouth harp",0.526928961
image2053,image2053.jpg,limousine,"limousine, limo",0.153146207
image2053,image2053_01_01.jpg,limousine,"limousine, limo",0.655558705
image2053,image2053_01_02.jpg,crutch,crutch,0.284266591
image2053,image2053_02_01.jpg,jean,"jean, blue jean, denim",0.215724021
image2053,image2053_02_02.jpg,turnstile,turnstile,0.153387859
image2054,image2054.jpg,sunglasses,"sunglasses, dark glasses, shades",0.625049412
image2054,image2054_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.620770872
image2054,image2054_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.390904337
image2054,image2054_02_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.146357223
image2054,image2054_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.612154722
image2055,image2055.jpg,ballplayer,"ballplayer, baseball player",0.466343582
image2055,image2055_01_01.jpg,sunglass,sunglass,0.358453006
image2055,image2055_01_02.jpg,sunglass,sunglass,0.403821558
image2055,image2055_02_01.jpg,sturgeon,sturgeon,0.055448778
image2055,image2055_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.526273787
image2056,image2056.jpg,seat belt,"seat belt, seatbelt",0.844360948
image2056,image2056_01_01.jpg,seat belt,"seat belt, seatbelt",0.43181631
image2056,image2056_01_02.jpg,seat belt,"seat belt, seatbelt",0.681324303
image2056,image2056_02_01.jpg,seat belt,"seat belt, seatbelt",0.85038799
image2056,image2056_02_02.jpg,seat belt,"seat belt, seatbelt",0.999617457
image2057,image2057.jpg,seat belt,"seat belt, seatbelt",0.982550204
image2057,image2057_01_01.jpg,mortarboard,mortarboard,0.40783301
image2057,image2057_01_02.jpg,bathing cap,"bathing cap, swimming cap",0.705834389
image2057,image2057_02_01.jpg,seat belt,"seat belt, seatbelt",0.971264303
image2057,image2057_02_02.jpg,seat belt,"seat belt, seatbelt",0.998851061
image2058,image2058.jpg,ballplayer,"ballplayer, baseball player",0.077580169
image2058,image2058_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.097390234
image2058,image2058_01_02.jpg,neck brace,neck brace,0.277391642
image2058,image2058_02_01.jpg,sweatshirt,sweatshirt,0.310738593
image2058,image2058_02_02.jpg,spatula,spatula,0.210243419
image2059,image2059.jpg,car wheel,car wheel,0.608686149
image2059,image2059_01_01.jpg,seat belt,"seat belt, seatbelt",0.540045857
image2059,image2059_01_02.jpg,cab,"cab, hack, taxi, taxicab",0.129805908
image2059,image2059_02_01.jpg,go-kart,go-kart,0.121666752
image2059,image2059_02_02.jpg,car wheel,car wheel,0.693763554
image206,image206.jpg,crutch,crutch,0.177857026
image206,image206_01_01.jpg,library,library,0.377036959
image206,image206_01_02.jpg,cardigan,cardigan,0.402340382
image206,image206_02_01.jpg,parallel bars,"parallel bars, bars",0.597750247
image206,image206_02_02.jpg,cardigan,cardigan,0.699492633
image2060,image2060.jpg,sunglasses,"sunglasses, dark glasses, shades",0.625049412
image2060,image2060_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.620770872
image2060,image2060_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.390904337
image2060,image2060_02_01.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.146357223
image2060,image2060_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.612154722
image2061,image2061.jpg,ballplayer,"ballplayer, baseball player",0.466343582
image2061,image2061_01_01.jpg,sunglass,sunglass,0.358453006
image2061,image2061_01_02.jpg,sunglass,sunglass,0.403821558
image2061,image2061_02_01.jpg,sturgeon,sturgeon,0.055448778
